Age,Gender,Income,Education,MaritalStatus,EmploymentStatus,CreditScore,LoanAmount,Debt,PreviousDefault,ResidenceType,Dependents,BankBalance,ExistingLoans,MonthlyExpenses,YearsEmployed,CreditHistoryYears,Approved
27,Female,140810.52,High School,Married,Self-Employed,850.0,605380.07,0.0,0,Mortgaged,2,12564.9,0,64698.56,5.5,5.0,0
49,Male,202878.54,High School,Married,Employed,850.0,2024417.58,0.0,0,Owned,1,1009523.3,0,133112.28,4.2,11.4,1
30,Male,,Masters,Married,Employed,850.0,6019418.02,424159.99,0,Rented,2,2929885.67,1,304647.46,10.1,6.6,1
42,Male,73392.09,Bachelors,Single,Self-Employed,850.0,234556.03,631255.17,0,Owned,1,270775.58,1,33037.71,3.8,16.8,1
24,Female,68572.91,Masters,Single,Unemployed,850.0,243400.43,1118216.61,0,Rented,1,222299.23,2,27440.26,0.0,1.2,1
67,Female,86400.85,Other,Single,Retired,850.0,439157.51,0.0,0,With Parents,1,,0,26834.61,2.3,25.5,1
66,Male,339280.99,Bachelors,Divorced,Self-Employed,850.0,1794518.09,245000.15,1,Rented,2,934439.38,1,110991.13,2.4,31.4,1
32,Male,238945.75,High School,Single,Retired,850.0,3288767.07,253027.7,0,Owned,1,1088387.08,1,139740.72,1.5,7.4,1
61,Female,459744.3,High School,Single,Employed,850.0,2769961.69,256572.41,0,Rented,2,545007.29,1,199080.95,23.2,28.6,1
57,Male,477127.42,High School,Divorced,Employed,850.0,3339809.58,438272.48,0,Mortgaged,0,1240552.28,1,156486.34,3.8,26.1,1
59,Female,330297.29,Masters,Married,Employed,850.0,1371852.16,678914.04,0,Owned,0,407934.32,1,124962.6,17.4,19.7,1
29,Female,337666.37,High School,Married,Employed,850.0,3983979.24,262761.18,0,Owned,1,978241.35,1,174872.97,1.7,1.8,0
60,Male,374920.97,Bachelors,Divorced,Employed,850.0,4015522.46,0.0,0,Owned,0,2065397.8,0,187529.29,3.1,20.7,0
57,Female,589401.45,Masters,Single,Self-Employed,850.0,8075977.31,446024.78,0,Mortgaged,1,1362836.55,1,271664.53,1.7,17.9,0
32,Female,1110354.66,Masters,Married,Employed,850.0,11773392.07,350314.58,0,Mortgaged,2,6370886.96,1,446833.05,1.3,6.6,0
69,Female,489059.89,Bachelors,Single,Retired,850.0,3913077.02,872336.14,0,Owned,1,200714.02,3,284109.26,3.6,14.7,0
47,Male,500498.6,Bachelors,Single,Employed,850.0,2501899.94,314069.44,0,Mortgaged,0,1400355.82,1,284537.49,6.3,3.7,1
69,Female,468396.7,High School,Married,Employed,850.0,1415612.76,291310.92,0,Mortgaged,1,2313356.08,1,232220.79,8.7,22.8,1
53,Male,119198.73,High School,Single,Employed,850.0,1038345.3,0.0,0,Owned,0,489928.35,0,79427.18,6.8,20.5,0
46,Female,97764.49,Bachelors,Single,Student,850.0,636678.12,705670.37,0,Owned,0,21368.9,1,28049.96,0.0,20.5,0
54,Male,118458.59,High School,Married,Retired,850.0,1306977.74,0.0,0,Rented,1,353347.2,0,74800.68,5.8,15.1,0
24,Male,284219.61,Bachelors,Married,Retired,850.0,3485517.36,789080.42,0,Owned,2,300843.51,2,211737.85,13.5,2.2,0
42,Female,152806.05,Bachelors,Single,Employed,850.0,735037.72,1484415.23,0,With Parents,2,718302.9,2,59744.11,6.3,18.5,1
37,Female,182342.84,Bachelors,Married,Employed,850.0,2510891.18,0.0,0,With Parents,0,1350781.07,0,91328.58,2.7,1.8,1
37,Female,377033.53,High School,Divorced,Employed,850.0,2606481.49,124109.24,1,Rented,4,1640618.7,0,155248.52,3.3,11.5,0
57,Male,599754.8,Bachelors,Married,Employed,850.0,2909157.63,286342.87,0,Rented,2,288679.01,1,283576.91,7.0,3.8,0
68,Female,281688.35,Other,Single,Employed,850.0,1781583.69,0.0,0,Owned,0,1667045.93,0,184071.56,5.6,6.1,1
47,Female,1134066.71,Bachelors,Widowed,Employed,850.0,5355159.83,263664.27,0,With Parents,1,2686627.32,1,796107.17,8.5,6.7,1
55,Female,120107.83,High School,Divorced,Unemployed,850.0,951883.29,612750.34,1,Owned,0,0.0,1,70666.7,0.0,18.6,1
61,Female,318199.08,Bachelors,Single,Retired,850.0,3274770.71,428930.06,1,Rented,1,1088559.03,3,177592.97,14.5,10.4,0
69,Male,278666.09,Masters,Married,Employed,850.0,3545876.67,262603.88,0,Owned,1,474104.02,1,79994.1,7.6,36.8,0
39,Male,81760.05,High School,Married,Employed,850.0,508985.79,0.0,0,Rented,5,119914.15,0,34772.79,10.0,9.1,0
36,Female,385343.46,High School,Divorced,Self-Employed,850.0,1133341.67,0.0,0,Mortgaged,2,1654219.47,0,185937.75,4.8,9.8,1
67,Male,,Bachelors,Married,Employed,850.0,1131915.95,0.0,0,With Parents,3,684051.21,0,168838.92,14.3,14.0,1
25,Male,375681.03,Masters,Divorced,Employed,850.0,2408728.85,0.0,0,Owned,2,147780.26,0,106719.21,2.0,2.4,0
46,Female,257426.87,Bachelors,Married,Employed,850.0,3071337.9,686276.18,0,Owned,0,1078524.49,1,177317.44,4.2,4.3,1
43,Female,65404.52,Bachelors,Married,Employed,850.0,452424.61,368859.87,0,Owned,2,325326.3,1,34383.69,17.0,4.7,0
40,Male,290046.88,High School,Married,Employed,850.0,2934299.19,0.0,0,Rented,1,181374.09,0,203790.23,8.3,2.0,0
49,Male,242740.5,Bachelors,Single,Retired,850.0,780515.91,640191.25,0,With Parents,1,828360.98,1,141462.55,4.8,6.4,1
47,Male,148097.4,Other,Married,Self-Employed,850.0,1652537.48,616530.1,0,Owned,0,1066588.62,1,92022.2,4.7,4.5,1
23,Female,,Bachelors,Single,Employed,850.0,905249.36,578404.25,0,Rented,1,550529.92,1,118402.03,7.6,0.7,1
59,Male,330530.61,Bachelors,Married,Employed,850.0,2634027.37,0.0,0,Rented,1,547943.9,0,239843.09,1.5,19.4,0
48,Male,142254.76,Bachelors,Single,Employed,850.0,903469.57,498053.94,0,Owned,3,420445.74,1,99109.88,11.2,13.8,0
27,Female,290213.24,Bachelors,Married,Retired,850.0,2216702.56,0.0,0,Rented,0,346797.18,0,203919.75,2.1,4.1,0
48,Male,302096.07,High School,Married,Employed,850.0,1326252.92,473972.84,0,Rented,1,135828.17,1,118725.07,2.0,3.2,0
22,Male,134066.85,High School,Married,Retired,850.0,983698.74,0.0,0,Mortgaged,1,441788.71,0,65980.31,4.0,0.1,0
22,Male,308436.59,High School,Single,Self-Employed,850.0,2742828.02,0.0,0,With Parents,0,1747609.55,0,131653.39,1.4,0.6,0
27,Female,115501.48,Masters,Married,Student,850.0,878012.15,0.0,0,Rented,1,0.0,0,70545.85,0.0,4.8,0
41,Male,300052.48,Bachelors,Widowed,Employed,850.0,2996613.26,247581.33,1,Owned,1,1530202.82,0,175306.64,19.4,10.4,0
43,Male,591035.74,Bachelors,Married,Self-Employed,850.0,2404384.65,3361564.95,1,Owned,1,2904299.25,5,334783.92,8.1,13.8,1
66,Male,47303.6,High School,Married,Unemployed,850.0,563344.34,1019673.93,0,Owned,1,226123.86,2,34797.22,0.0,8.2,0
48,Female,156921.65,High School,Single,Employed,850.0,408665.52,382556.38,0,Owned,0,876677.16,2,51790.26,4.1,11.9,1
61,Male,175071.96,Bachelors,Divorced,Employed,850.0,2335973.54,380271.08,0,Owned,3,251105.45,1,105293.75,10.5,5.2,0
62,Male,289860.66,Bachelors,Married,Employed,850.0,1225865.53,0.0,0,Rented,1,1819812.49,0,137539.93,9.5,34.6,1
50,Female,413957.04,Masters,Married,Employed,850.0,3141441.69,0.0,0,Owned,2,1735955.83,0,272203.74,3.6,14.9,1
61,Male,469876.06,Masters,Married,Employed,850.0,4159845.99,2186577.1,0,Rented,2,1542563.51,3,344265.7,5.3,4.9,1
37,Male,729999.53,Masters,Single,Employed,850.0,9509759.04,677186.22,0,Rented,0,4294828.63,1,367384.36,3.2,7.3,0
38,Male,282152.41,Bachelors,Single,Retired,850.0,2566037.06,0.0,0,Owned,0,968876.54,0,183504.7,2.1,12.9,0
58,Male,719137.5,Bachelors,Married,Self-Employed,850.0,7331605.56,0.0,0,Owned,0,1891655.62,0,374960.05,1.8,14.5,0
37,Female,198139.88,High School,Single,Employed,850.0,1364069.58,0.0,0,Owned,4,0.0,0,109811.42,3.5,13.4,1
26,Male,271098.11,High School,Divorced,Employed,850.0,3057184.17,714094.74,0,Owned,0,1602000.21,1,136877.15,5.1,1.7,0
28,Female,248950.09,High School,Single,Employed,850.0,1013393.74,15579.15,1,Owned,0,497524.31,0,78073.37,2.7,2.2,1
60,Male,258111.73,High School,Married,Employed,850.0,1222256.23,0.0,0,Rented,2,1091395.19,0,189709.21,9.4,28.8,1
39,Male,245362.51,High School,Married,Self-Employed,850.0,725643.74,0.0,0,Owned,0,591640.89,0,166990.67,0.9,9.2,1
32,Male,142600.48,Bachelors,Married,Retired,850.0,888973.69,646087.24,1,Mortgaged,0,377364.03,1,41755.48,5.4,7.6,1
48,Female,35612.33,Bachelors,Married,Unemployed,789.0,187058.28,676723.99,0,Owned,1,326159.94,1,12111.28,0.0,8.3,0
27,Female,154213.93,High School,Married,Unemployed,850.0,937706.04,0.0,0,Owned,0,303727.7,0,109257.95,0.0,3.0,1
22,Male,376926.53,Masters,Single,Self-Employed,850.0,3868737.44,573753.25,0,Mortgaged,1,2656895.9,1,152675.56,2.5,0.5,1
48,Female,528219.05,Masters,Single,Employed,850.0,2376014.27,0.0,0,With Parents,1,672176.69,0,348752.51,4.2,3.9,0
30,Male,173076.15,Masters,Single,Student,850.0,902268.9,0.0,0,Rented,1,684160.78,0,116502.08,0.0,3.8,1
33,Male,250338.24,Bachelors,Married,Employed,850.0,2679673.66,0.0,0,Rented,0,,0,157421.49,8.6,3.0,0
42,Female,135685.91,High School,Married,Student,850.0,353852.48,261711.86,0,Rented,1,594178.22,1,70894.29,0.0,13.4,1
54,Female,428562.49,Bachelors,Divorced,Self-Employed,850.0,1453708.27,556802.49,0,With Parents,0,1309022.32,1,131334.97,9.0,4.2,1
40,Male,133321.32,High School,Married,Unemployed,850.0,1614075.79,1435701.01,0,Mortgaged,0,92573.14,2,83042.0,0.0,9.0,0
50,Male,109006.15,High School,Married,Employed,850.0,1375778.14,0.0,0,Rented,1,607742.0,0,62153.36,13.5,19.4,1
21,Female,218261.6,Bachelors,Married,Employed,850.0,990383.97,0.0,0,Owned,2,903786.29,0,125106.85,4.8,0.0,1
56,Female,122485.93,Bachelors,Single,Unemployed,850.0,1154597.69,0.0,0,Mortgaged,1,63160.34,0,34498.66,0.0,21.0,0
68,Female,202885.47,Bachelors,Divorced,Employed,850.0,2594783.67,584997.47,1,Mortgaged,2,1059855.72,1,110213.46,3.1,39.7,0
45,Female,583050.72,Masters,Married,Employed,850.0,2411784.89,0.0,0,Owned,0,3127153.32,0,210791.11,6.9,14.4,1
27,Female,536115.23,High School,Married,Self-Employed,850.0,1166548.45,392925.17,1,With Parents,2,467395.61,1,350855.77,6.4,3.4,1
32,Male,175691.62,Bachelors,Single,Student,850.0,1317144.06,0.0,0,Owned,1,975971.49,0,57069.91,0.0,5.4,1
35,Male,348519.77,Bachelors,Divorced,Self-Employed,850.0,2470023.24,0.0,0,Rented,2,1631377.17,0,114786.03,4.8,9.5,1
46,Male,440045.39,Masters,Married,Employed,850.0,3766849.36,529146.64,0,Rented,2,1049085.03,1,167717.57,3.4,5.2,0
48,Female,98564.96,Bachelors,Married,Unemployed,850.0,1027375.24,252864.23,0,Mortgaged,1,346176.75,2,39257.85,0.0,11.6,1
36,Female,192732.37,Bachelors,Single,Employed,,2071885.22,292202.25,0,Rented,0,1152924.68,2,69868.84,,7.0,1
37,Female,78533.46,High School,Married,Unemployed,807.0,975980.01,95228.4,1,Owned,2,227486.77,0,44263.83,0.0,3.3,1
68,Male,291127.7,High School,Divorced,Self-Employed,850.0,2765145.88,237363.7,0,Rented,1,,1,201054.49,4.3,34.6,0
56,Female,227631.62,High School,Married,Employed,850.0,2499500.09,377333.9,1,Rented,4,886930.65,0,99179.14,7.0,13.7,0
21,Male,141149.1,High School,Single,Employed,850.0,387769.66,0.0,0,Owned,1,573999.1,0,40899.79,2.2,0.0,1
59,Female,141720.9,Bachelors,Single,Self-Employed,850.0,1678340.47,766516.0,0,Rented,0,472669.8,2,42382.7,4.0,18.5,0
40,Male,143066.51,Other,Single,Self-Employed,850.0,346977.74,312774.04,0,Rented,1,531585.36,1,48419.56,7.3,12.8,1
27,Female,123304.24,High School,Single,Employed,850.0,1233473.34,430987.92,0,Owned,1,758494.45,1,46889.3,2.0,0.9,0
41,Male,483616.09,Bachelors,Single,Employed,850.0,5183020.05,0.0,0,Owned,2,1407111.91,0,229726.41,14.2,5.2,0
33,Male,293046.96,Bachelors,Single,Self-Employed,850.0,1810137.92,52892.11,1,Mortgaged,0,776591.12,0,194483.49,7.4,3.1,1
31,Male,220075.16,High School,Married,Employed,850.0,2524570.01,0.0,0,With Parents,2,503337.36,0,117452.63,8.3,6.0,0
44,Female,204909.89,Bachelors,Single,Employed,850.0,999213.4,415677.41,1,Rented,3,1068412.52,1,88484.48,2.9,13.1,1
58,Female,43218.14,Bachelors,Married,Student,850.0,343512.63,1221698.16,0,Rented,3,0.0,2,31504.5,0.0,27.3,0
43,Male,116139.22,Bachelors,Married,Student,850.0,1064872.55,442190.5,0,With Parents,1,595170.71,1,53464.36,0.0,19.7,1
44,Male,137230.82,Masters,Widowed,Self-Employed,850.0,665530.07,0.0,0,Owned,0,163836.56,0,95507.18,6.6,19.2,0
66,Female,283357.83,Masters,Married,Self-Employed,850.0,2301642.3,888811.64,0,Mortgaged,1,783691.56,2,171914.1,2.1,27.4,0
39,Male,73556.08,Bachelors,Married,Unemployed,850.0,720886.51,358741.06,0,Rented,1,582101.48,1,42499.55,0.0,2.2,1
42,Male,343880.35,Bachelors,Single,Self-Employed,850.0,1204662.83,0.0,0,Owned,0,1025245.1,0,114742.58,3.3,18.1,1
52,Male,473443.45,Bachelors,Divorced,Self-Employed,850.0,5298223.93,604746.42,0,Rented,2,932577.47,1,194034.19,2.6,4.3,0
35,Female,379076.98,Bachelors,Single,Employed,850.0,2828193.14,2073266.92,0,With Parents,1,270539.37,3,143258.83,4.9,11.8,0
36,Male,470275.5,Masters,Divorced,Employed,850.0,5530940.23,725257.24,0,Owned,1,1113477.67,1,226798.41,22.1,3.1,0
30,Male,177088.98,Masters,Married,Unemployed,850.0,638899.88,0.0,0,Owned,2,739809.92,0,45090.95,0.0,7.0,1
30,Male,546076.76,Bachelors,Single,Employed,850.0,1133681.68,808586.4,1,With Parents,0,2710053.64,1,160818.28,6.2,6.4,1
33,Female,186641.47,Bachelors,Single,Employed,850.0,1564503.86,0.0,0,With Parents,3,786126.81,0,52023.88,3.0,5.4,1
40,Female,798745.59,Masters,Married,Employed,850.0,2480163.31,738944.08,0,Mortgaged,0,3874445.85,1,210859.09,2.8,9.9,1
47,Male,179327.64,Bachelors,Divorced,Retired,850.0,2085720.19,0.0,0,Rented,0,225915.54,0,92623.61,2.2,15.5,0
54,Female,299318.32,Bachelors,Single,Employed,850.0,1200526.7,39112.29,1,With Parents,0,508063.82,0,146761.66,11.1,17.6,1
53,Female,194917.89,Bachelors,Married,Employed,850.0,541338.89,0.0,0,Rented,0,426691.0,0,50505.6,6.3,8.6,1
52,Male,83324.89,Masters,Single,Employed,850.0,342814.03,672649.02,0,Mortgaged,0,344316.64,1,46346.37,5.6,19.6,1
24,Female,495389.15,Bachelors,Married,Employed,850.0,5781047.59,0.0,0,Owned,1,1702748.15,0,193043.02,11.2,1.0,0
44,Male,199119.18,High School,Married,Employed,850.0,1461821.88,598344.77,0,Owned,0,507015.79,1,136163.92,4.5,10.8,1
37,Male,146511.57,Bachelors,Divorced,Employed,850.0,1786310.56,0.0,0,Mortgaged,3,473909.05,0,94043.73,4.4,7.6,1
51,Male,123172.95,Bachelors,Single,Unemployed,850.0,677818.45,542097.26,0,Owned,1,0.0,1,76318.45,0.0,17.6,1
38,Female,244962.62,Bachelors,Single,Employed,850.0,1053682.84,0.0,0,Rented,1,1288242.32,0,174250.76,7.7,9.7,1
59,Female,103511.07,High School,Married,Retired,850.0,988290.32,1435682.38,0,Owned,1,66975.36,2,72330.98,7.0,4.1,0
29,Female,96638.96,High School,Married,Employed,850.0,899280.94,0.0,0,Rented,0,523282.12,0,35120.8,5.1,1.9,1
42,Female,291837.67,Other,Single,Employed,850.0,2339243.77,509618.71,0,Owned,1,1730198.26,1,155169.6,15.0,8.3,1
52,Male,92739.65,High School,Married,Retired,850.0,743310.88,375856.31,1,Owned,1,182669.31,0,46242.5,13.3,4.0,0
25,Female,205456.85,High School,Married,Retired,850.0,1885904.01,615928.23,0,Rented,3,1115191.98,3,129130.35,2.4,1.4,1
22,Female,126249.53,High School,Single,Employed,850.0,1228483.94,1187914.58,0,Rented,1,352466.18,2,39047.56,13.6,0.3,1
40,Male,139892.38,High School,Married,Retired,850.0,1146941.79,234177.71,1,With Parents,0,841740.74,0,50468.78,5.3,11.7,1
49,Male,538518.16,High School,Married,Employed,850.0,2051701.02,0.0,0,Rented,1,2288352.25,0,391519.47,1.8,17.4,1
66,Male,142779.9,Bachelors,Married,Retired,850.0,1545839.14,115261.61,1,Mortgaged,0,0.0,0,94457.91,14.0,36.4,0
56,Male,88943.81,Masters,Single,Unemployed,850.0,581995.57,0.0,0,Rented,1,16889.52,0,47422.38,0.0,14.1,1
28,Female,159849.93,High School,Married,Employed,850.0,1276615.16,548952.95,0,Owned,3,371294.83,1,67972.93,0.7,2.8,1
62,Female,234086.4,High School,Married,Student,850.0,722998.22,739166.28,0,Owned,2,821918.12,1,169476.42,0.0,34.6,1
35,Male,599600.64,Bachelors,Married,Self-Employed,850.0,7230941.36,685856.33,1,Mortgaged,2,367886.63,1,327375.57,5.3,7.1,0
54,Female,64791.6,High School,Divorced,Student,850.0,658351.16,0.0,0,Owned,1,168515.84,0,25385.78,0.0,10.5,0
29,Female,252116.43,Bachelors,Married,Self-Employed,850.0,2069073.32,0.0,0,With Parents,0,,0,139181.73,17.1,0.9,0
53,Male,185062.38,Other,Single,Retired,850.0,819034.42,547917.3,0,Owned,2,719606.23,1,89006.68,1.4,4.4,1
50,Male,314143.63,Masters,Single,Employed,850.0,2465118.07,506587.1,0,Mortgaged,2,955098.11,2,233945.53,8.1,7.3,1
26,Female,702577.17,Bachelors,Single,Employed,850.0,5893487.53,62751.55,1,Rented,1,3422589.93,0,494969.16,7.6,0.8,1
53,Male,183683.96,Other,Single,Employed,850.0,686671.15,366262.33,0,Owned,1,855783.43,1,84335.64,5.8,14.4,1
63,Female,620930.77,PhD,Single,Employed,850.0,1683167.44,0.0,0,With Parents,0,1204205.54,0,364023.21,5.2,32.4,1
43,Male,33914.06,Bachelors,Single,Unemployed,835.0,74547.22,948330.06,0,Mortgaged,0,92674.1,3,14819.12,0.0,15.7,0
52,Female,344735.2,Bachelors,Married,Employed,850.0,1775089.43,0.0,0,Owned,2,1411596.7,0,250408.16,4.5,3.6,1
50,Male,34957.81,High School,Married,Unemployed,733.0,421865.19,342150.74,0,With Parents,1,51753.53,1,18646.57,0.0,3.1,0
47,Female,176470.21,Masters,Single,Unemployed,850.0,516834.85,915219.03,1,Mortgaged,3,436584.76,1,109697.67,0.0,19.5,1
66,Male,325916.87,Bachelors,Single,Employed,850.0,2210321.96,0.0,0,With Parents,3,1168198.03,0,198177.43,8.9,10.3,0
33,Female,244120.52,Bachelors,Married,Employed,850.0,1187363.08,197803.46,1,Mortgaged,1,1212613.11,0,124902.49,11.6,4.7,1
29,Female,873915.42,PhD,Single,Employed,850.0,6868022.12,0.0,0,Owned,1,3551570.96,0,383189.16,11.8,5.0,0
69,Female,291150.36,Bachelors,Divorced,Employed,850.0,2864857.87,0.0,0,Owned,4,1998169.74,0,105246.26,7.7,20.6,1
54,Female,261158.37,Masters,Single,Self-Employed,850.0,3249104.53,425883.91,0,Owned,0,785713.75,3,107696.98,8.1,16.5,0
24,Male,74451.95,Other,Married,Self-Employed,774.0,1000919.85,48506.58,1,Rented,1,643795.71,0,24304.94,1.5,2.4,1
28,Male,261915.72,High School,Single,Retired,850.0,1687412.87,0.0,0,Owned,2,1580030.64,0,148345.95,7.4,2.8,1
32,Male,149740.99,Bachelors,Single,Retired,850.0,583227.49,438130.4,0,Rented,1,253244.43,1,38949.3,4.6,1.7,1
40,Female,95230.72,Bachelors,Married,Unemployed,850.0,781351.42,187217.22,0,Owned,2,310771.26,1,51159.94,0.0,14.9,1
53,Male,175058.29,Other,Married,Employed,850.0,900585.92,349649.17,0,Mortgaged,2,83446.65,2,110896.48,9.1,16.6,1
39,Male,69058.97,Bachelors,Divorced,Unemployed,850.0,930838.71,257508.16,0,Owned,1,593763.6,1,26647.35,0.0,15.6,0
30,Female,263545.65,Bachelors,Single,Employed,850.0,3663826.09,237669.35,1,Owned,3,0.0,0,86284.26,12.0,7.1,0
32,Male,,Bachelors,Divorced,Self-Employed,850.0,1212163.82,571444.05,0,Mortgaged,1,23749.73,1,66545.36,2.9,2.7,0
43,Male,603198.45,Bachelors,Widowed,Employed,850.0,8077199.57,0.0,0,Owned,0,2584177.44,0,169409.87,6.0,5.1,0
42,Female,164008.88,Bachelors,Married,Self-Employed,850.0,1678132.27,386426.95,0,Mortgaged,0,995308.44,1,86358.63,4.2,17.9,1
42,Female,191848.39,Masters,Married,Retired,850.0,2620991.93,721071.32,0,With Parents,0,828858.53,1,67996.52,5.6,12.0,0
27,Female,740396.32,PhD,Single,Employed,850.0,2482814.22,801144.97,1,Rented,0,3979071.98,1,341078.65,4.8,4.1,1
26,Female,897636.46,PhD,Married,Employed,850.0,4352265.32,0.0,0,Rented,0,831491.23,0,230905.68,1.6,2.3,0
58,Female,493491.77,Masters,Single,Self-Employed,850.0,2862582.29,706083.23,0,With Parents,0,1075431.26,1,286970.28,11.2,20.5,0
52,Male,493242.73,Bachelors,Single,Employed,850.0,1331932.0,0.0,0,Mortgaged,2,1049872.77,0,319547.01,13.7,9.7,1
29,Female,247475.97,Bachelors,Divorced,Retired,850.0,720026.0,283205.39,0,Mortgaged,4,892130.59,1,126275.38,2.6,3.7,1
26,Female,175091.04,Bachelors,Married,Self-Employed,850.0,1557488.54,744921.07,0,Rented,0,226407.48,1,100862.41,1.0,1.0,1
47,Female,850499.2,Bachelors,Single,Employed,850.0,7781475.71,1342073.68,0,With Parents,2,4786136.16,2,369892.04,3.3,9.6,1
33,Female,254408.56,Masters,Married,Self-Employed,850.0,1689532.3,0.0,0,Rented,1,1134729.88,0,140649.75,4.5,4.2,1
25,Male,443055.2,Bachelors,Widowed,Employed,850.0,3750515.72,621025.13,0,Rented,2,1267716.34,1,321361.9,4.3,3.6,1
46,Female,150988.48,Other,Single,Employed,850.0,885945.26,404654.67,1,Rented,1,1038978.88,1,82376.59,3.7,12.2,1
32,Male,265518.1,High School,Married,Employed,850.0,3070902.4,501450.76,0,With Parents,1,1843407.98,1,74690.17,13.4,7.1,1
46,Male,723863.5,Masters,Single,Self-Employed,850.0,6389365.56,688298.56,1,With Parents,2,3731555.94,1,480597.96,7.7,3.1,1
64,Male,185384.01,High School,Married,Self-Employed,850.0,1426159.66,627339.05,0,Mortgaged,1,566699.8,1,123203.87,2.4,34.1,0
60,Female,366536.11,Bachelors,Married,Self-Employed,850.0,970271.01,0.0,0,Rented,2,1603920.08,0,223816.45,3.1,15.8,1
34,Female,255891.91,Bachelors,Divorced,Self-Employed,850.0,2407200.68,674995.05,1,With Parents,3,775155.26,1,169475.85,5.0,2.4,1
35,Male,179318.67,Masters,Divorced,Self-Employed,850.0,780912.05,0.0,0,Owned,1,82538.97,0,130471.96,8.3,4.4,0
55,Female,901259.92,PhD,Married,Employed,850.0,3688442.83,0.0,0,Mortgaged,0,5274063.63,0,493695.25,7.0,20.7,1
58,Male,401403.59,Bachelors,Divorced,Employed,850.0,1489329.18,678050.86,1,Owned,2,1959743.85,1,258453.49,5.3,21.3,1
35,Male,339746.11,High School,Married,Employed,850.0,2786019.04,0.0,0,Owned,1,1428063.04,0,165955.2,8.5,4.1,0
61,Female,294110.49,Bachelors,Single,Employed,850.0,1885096.8,0.0,0,Owned,1,1145303.37,0,126167.88,8.9,36.0,1
65,Male,,Masters,Married,Employed,850.0,7100067.24,775395.78,0,Owned,2,867813.39,2,227530.26,11.6,4.7,0
57,Male,256935.83,High School,Single,Self-Employed,850.0,758371.86,414177.87,1,Rented,1,521260.52,0,143663.85,7.8,19.0,1
50,Female,117373.34,Bachelors,Married,Self-Employed,850.0,377603.29,1236740.4,0,With Parents,1,562748.54,2,59326.37,7.2,5.5,1
21,Female,196442.43,High School,Single,Employed,850.0,2141611.29,247595.85,0,Rented,2,158507.53,1,140962.2,10.8,0.0,0
37,Male,192725.24,Bachelors,Single,Employed,850.0,540107.86,0.0,0,Rented,2,728393.92,0,48777.35,1.2,11.9,1
42,Female,237103.59,Bachelors,Married,Employed,850.0,2778150.1,0.0,0,Rented,0,449557.76,0,151251.04,3.5,5.0,0
21,Male,137951.22,High School,Married,Employed,850.0,742069.1,304579.96,0,Rented,1,463874.19,1,87169.83,7.5,0.0,0
35,Female,637738.23,PhD,Single,Retired,850.0,2234382.99,0.0,0,Mortgaged,3,347856.88,0,216258.64,3.9,11.4,0
52,Male,125892.3,Bachelors,Divorced,Employed,850.0,1586023.57,581280.99,1,Mortgaged,2,534119.32,1,68484.92,1.3,6.4,0
42,Male,147663.93,Bachelors,Married,Self-Employed,850.0,889091.1,0.0,0,Owned,1,255047.89,0,80510.51,5.4,5.1,1
63,Female,333691.16,Masters,Single,Employed,850.0,2110201.16,0.0,0,With Parents,0,1276600.97,0,200338.79,5.5,22.6,1
34,Female,357831.03,Other,Married,Employed,850.0,4950934.62,377914.32,0,Owned,0,1598679.37,1,176113.78,8.2,11.1,0
23,Female,62190.65,Bachelors,Married,Student,723.0,676132.88,283371.83,1,Mortgaged,2,569271.07,0,28351.43,0.0,0.6,1
59,Female,498335.59,High School,Divorced,Employed,850.0,4330903.97,0.0,0,Rented,1,2857404.04,0,325404.42,3.8,11.8,1
42,Female,249817.02,Bachelors,Divorced,Employed,850.0,3450415.05,47184.83,1,Owned,1,232513.92,0,117796.5,6.8,15.1,0
55,Male,478279.12,Bachelors,Married,Employed,850.0,3333132.34,545959.68,0,Rented,1,382212.0,1,248215.54,4.2,15.6,0
39,Female,252806.84,High School,Married,Self-Employed,850.0,720195.15,572514.62,0,Owned,2,252159.28,1,143666.05,5.0,11.4,1
59,Female,157601.72,High School,Single,Employed,850.0,1777956.31,0.0,0,Mortgaged,0,481261.15,0,88810.83,2.4,12.8,0
67,Male,363960.94,Masters,Single,Self-Employed,850.0,2304832.21,0.0,0,Rented,1,362798.3,0,232519.99,9.9,32.3,0
45,Male,272551.07,High School,Divorced,Employed,850.0,2100761.95,0.0,0,Mortgaged,1,1341904.88,0,167736.26,0.9,17.6,1
39,Male,191396.11,Other,Married,Self-Employed,850.0,2139853.86,0.0,0,Rented,0,985855.22,0,121594.39,2.2,12.7,1
25,Male,385218.37,Bachelors,Single,Self-Employed,850.0,3245137.91,407588.65,0,Owned,1,1599455.82,1,134170.09,5.5,2.0,0
39,Male,373722.3,Bachelors,Married,Employed,850.0,4535157.35,2553340.43,0,With Parents,0,867482.27,4,178517.9,3.8,14.0,0
56,Male,252239.03,Bachelors,Divorced,Employed,850.0,1042995.73,1145567.8,0,Mortgaged,2,916702.34,2,177325.76,1.5,27.2,1
40,Male,447923.74,Bachelors,Single,Employed,850.0,3314594.66,2202468.02,1,With Parents,1,1081934.98,3,156432.77,2.1,14.6,0
22,Male,525953.39,Bachelors,Widowed,Self-Employed,850.0,4191823.98,297054.45,0,With Parents,0,2469373.59,1,144961.51,16.0,0.2,1
